node_id,node_attr
0,user:current_user
1,item:b002l5r73k
2,time_bucket:2010_05
3,category:digital_music
4,category:cds_vinyl
5,category:r_b
6,category:soul
7,store:the_isley_brothers_format:_audio_cd
8,price_range:medium
9,aspect:fit
10,item:b000n69ops
11,time_bucket:2011_06
12,category:pop
13,store:100_soul_classics_artist_format:_audio_cd
14,aspect:quality
15,item:b004xwmxw4
16,time_bucket:2011_07
17,category:classical
18,category:chamber_music
19,store:2cellos_artist_format:_audio_cd
20,price_range:low
