node_id,node_attr
0,user:current_user
1,item:b00009qgan
2,time_bucket:2004_11
3,category:digital_music
4,category:cds_vinyl
5,category:latin_music
6,category:latin_pop
7,store:tisuby_georgina_format:_audio_cd
8,price_range:low
9,item:b00061qj6w
10,category:dance_electronic
11,category:electronica
12,store:cirque_du_soleil_format:_audio_cd
13,aspect:comfort
14,item:b000007u0q
15,time_bucket:2005_01
16,category:international_music
17,category:north_america
18,store:celine_dion_format:_audio_cd
19,price_range:medium
20,aspect:taste
