node_id,node_attr
0,user:current_user
1,item:b00007mb2f
2,time_bucket:2003_11
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:vocal_pop
7,store:opera_babes_performer_format:_audio_cd
8,price_range:low
9,aspect:taste
10,item:b0000683ff
11,time_bucket:2004_01
12,category:dance_electronic
13,category:house
14,store:david_guetta_format:_audio_cd
15,price_range:medium
16,item:b0000v0de2
17,store:shearman_james_composer_north_alex_composer_galbiati_antonio_dettori_giuseppe_co
18,aspect:value
