node_id,node_attr
0,user:current_user
1,item:b000bisbdy
2,time_bucket:2006_01
3,category:digital_music
4,category:cds_vinyl
5,category:rock
6,category:oldies_retro
7,category:rockabilly
8,store:johnny_cash_format:_audio_cd
9,price_range:medium
10,item:b00000348q
11,time_bucket:2006_03
12,category:comedy_spoken_word
13,category:comedic_music
14,store:allan_sherman_format:_audio_cd
15,aspect:quality
16,aspect:performance
17,item:b000003d5g
18,time_bucket:2006_04
19,category:pop
20,category:dance_pop
21,store:maria_muldaur_format:_audio_cd
22,aspect:taste
