node_id,node_attr
0,user:current_user
1,item:b00068v37a
2,time_bucket:2006_01
3,category:digital_music
4,category:cds_vinyl
5,category:soundtracks
6,category:movie_scores
7,store:rachmaninov_sergei_artist_format:_audio_cd
8,price_range:low
9,aspect:performance
10,aspect:fit
11,item:b000cd0p8m
12,category:today_s_deals_in_music
13,category:dance_dj
14,category:dance_general
15,category:cds_7_-_10
16,store:natasha_bedingfield_format:_audio_cd
17,aspect:size
18,item:b00005r7vn
19,time_bucket:2006_03
20,category:international_music
21,category:europe
22,category:continental_europe
23,category:france
24,store:coralie_clement_la_rumeur_format:_audio_cd
25,price_range:high
