node_id,node_attr
0,user:current_user
1,item:b000fmg05w
2,time_bucket:2006_11
3,category:digital_music
4,category:cds_vinyl
5,category:rock
6,category:folk_rock
7,store:brian_kennedy_format:_audio_cd
8,price_range:medium
9,item:b000bkzt14
10,time_bucket:2006_12
11,category:holiday_wedding
12,category:christmas
13,store:the_starlite_orchestra_regency_singers_format:_audio_cd
14,price_range:low
15,item:b000dzjhsi
16,time_bucket:2007_01
17,category:international_music
18,category:europe
19,category:continental_europe
20,category:italy
21,store:jean-francois_breau_format:_audio_cd
