node_id,node_attr
0,user:current_user
1,item:b000f8znay
2,time_bucket:2006_10
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:france
9,store:garou_format:_audio_cd
10,price_range:low
11,item:b000fmg05w
12,time_bucket:2006_11
13,category:rock
14,category:folk_rock
15,store:brian_kennedy_format:_audio_cd
16,price_range:medium
17,item:b000bkzt14
18,time_bucket:2006_12
19,category:holiday_wedding
20,category:christmas
21,store:the_starlite_orchestra_regency_singers_format:_audio_cd
