node_id,node_attr
0,user:current_user
1,item:b000001o9z
2,time_bucket:2001_10
3,category:digital_music
4,category:cds_vinyl
5,category:classical
6,category:chamber_music
7,store:sonus_artist_format:_audio_cd
8,price_range:low
9,item:b00005mb0k
10,category:international_music
11,category:europe
12,category:britain_ireland
13,category:ireland
14,store:leahy_format:_audio_cd
15,aspect:comfort
16,aspect:value
17,item:b000008919
18,category:pop
19,category:adult_alternative
20,store:savage_garden_format:_audio_cd
21,price_range:medium
22,aspect:design
