node_id,node_attr
0,user:current_user
1,item:b00nf4pouy
2,time_bucket:2017_01
3,category:digital_music
4,category:cds_vinyl
5,category:holiday_wedding
6,category:christmas
7,store:the_statler_brothers_artist_format:_audio_cd
8,price_range:medium
9,item:b008u3nubu
10,store:elvis_presley_format:_audio_cd
11,item:b000002q7l
12,time_bucket:2017_02
13,category:today_s_deals_in_music
14,category:country
15,category:country_general
16,category:cds_7_-_10
17,store:va-tennessee_christmas_format:_audio_cd
18,price_range:low
