node_id,node_attr
0,user:current_user
1,item:b00187pnbu
2,time_bucket:2008_08
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:euro_pop
7,category:french_pop
8,store:putumayo_kids_presents_format:_audio_cd
9,price_range:low
10,aspect:price
11,item:b0002s94f2
12,category:today_s_deals_in_music
13,category:jazz
14,category:vocal_jazz
15,category:cds_7_-_10
16,store:frank_sinatra_format:_audio_cd
17,price_range:medium
18,item:b000001ao8
19,time_bucket:2008_09
20,category:oldies
21,category:girl_groups
22,store:motown_40_forever_artist_format:_audio_cd
