node_id,node_attr
0,user:current_user
1,item:b000001jay
2,time_bucket:2013_01
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:britain_ireland
8,category:britain
9,store:davy_spillane_format:_audio_cd
10,price_range:low
11,item:b0016om2tg
12,time_bucket:2014_02
13,store:laliberte_kevin_artist_format:_audio_cd
14,price_range:unknown
15,item:b0000bv1zo
16,time_bucket:2015_09
17,category:new_age
18,category:meditation
19,store:jesse_cook_format:_audio_cd
20,price_range:medium
