node_id,node_attr
0,user:current_user
1,item:b00008ngcs
2,time_bucket:2003_05
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:italy
9,store:tiziano_ferro_format:_audio_cd
10,price_range:medium
11,aspect:value
12,item:b00008w2qz
13,time_bucket:2003_06
14,category:classical
15,category:forms_genres
16,category:theatrical_incidental_program_music
17,store:sarah_brightman_artist_format:_audio_cd
18,item:b000050hzw
19,time_bucket:2003_08
20,category:soundtracks
21,category:movie_scores
22,store:graeme_revell_composer_peter_gabriel_performer_sting_performer_emma_shapplin_per
23,price_range:low
24,aspect:fit
