node_id,node_attr
0,user:current_user
1,item:b000wtncya
2,time_bucket:2009_06
3,category:digital_music
4,category:cds_vinyl
5,category:jazz
6,category:vocal_jazz
7,store:melody_gardot_format:_audio_cd
8,price_range:medium
9,aspect:delivery
10,aspect:fit
11,item:b001uw58ww
12,time_bucket:2009_07
13,category:classical
14,category:chamber_music
15,store:david_garrett_artist_format:_audio_cd
16,price_range:low
17,aspect:price
18,aspect:scent
19,aspect:performance
20,item:b0010nx274
21,time_bucket:2009_08
22,category:pop
23,category:easy_listening
24,store:david_garrett_format:_audio_cd
