node_id,node_attr
0,user:current_user
1,item:b0010nx274
2,time_bucket:2009_08
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:easy_listening
7,store:david_garrett_format:_audio_cd
8,price_range:medium
9,aspect:price
10,aspect:performance
11,item:b000079bgm
12,category:classical
13,category:symphonies
14,store:garrett_david_artist_format:_audio_cd
15,price_range:high
16,item:b000008lu2
17,time_bucket:2009_10
18,category:rock
19,category:progressive
20,category:electronic
21,store:nik_tyndall_format:_audio_cd
22,aspect:design
