node_id,node_attr
0,user:current_user
1,item:b008u3nubu
2,time_bucket:2017_01
3,category:digital_music
4,category:cds_vinyl
5,category:holiday_wedding
6,category:christmas
7,store:elvis_presley_format:_audio_cd
8,price_range:medium
9,item:b000002q7l
10,time_bucket:2017_02
11,category:today_s_deals_in_music
12,category:country
13,category:country_general
14,category:cds_7_-_10
15,store:va-tennessee_christmas_format:_audio_cd
16,price_range:low
17,item:b0091v6td6
18,store:stan_whitmire_format:_audio_cd
