node_id,node_attr
0,user:current_user
1,item:b00006669e
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,store:nina_pastori_format:_audio_cd
9,price_range:medium
10,item:b0000014vm
11,category:soundtracks
12,category:television_soundtracks
13,store:john_debney_format:_audio_cd
14,price_range:low
15,item:b000ws4o3o
16,category:italy
17,store:isola_elio_composer_vessicchio_giuseppe_composer_malise_nuti_gloria_composer_val
18,aspect:price
