node_id,node_attr
0,user:current_user
1,item:b0009vi4n0
2,time_bucket:2006_08
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:soft_rock
7,store:bertie_higgins_format:_audio_cd
8,price_range:medium
9,aspect:quality
10,aspect:delivery
11,item:b000002qw2
12,category:today_s_deals_in_music
13,category:adult_contemporary
14,category:cds_under_7
15,store:neil_diamond_format:_audio_cd
16,price_range:low
17,item:b000f5wntq
18,category:country
19,category:roadhouse_country
20,store:ernest_tubb_format:_audio_cd
21,aspect:comfort
