node_id,node_attr
0,user:current_user
1,item:b00004hykw
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:broadway_vocalists
7,category:musicals
8,category:cds_7_-_10
9,store:garou_performer_cocciante_richard_performer_plamondon_luc_performer_tina_arena_p
10,price_range:medium
11,aspect:taste
12,item:b00006669e
13,category:international_music
14,category:europe
15,category:continental_europe
16,store:nina_pastori_format:_audio_cd
17,item:b0000014vm
18,category:soundtracks
19,category:television_soundtracks
20,store:john_debney_format:_audio_cd
21,price_range:low
