node_id,node_attr
0,user:current_user
1,item:b000e6uzak
2,time_bucket:2006_10
3,category:digital_music
4,category:cds_vinyl
5,category:latin_music
6,category:flamenco
7,store:tarkan_format:_audio_cd
8,price_range:low
9,item:b000f8znay
10,category:international_music
11,category:europe
12,category:continental_europe
13,category:france
14,store:garou_format:_audio_cd
15,item:b000fmg05w
16,time_bucket:2006_11
17,category:rock
18,category:folk_rock
19,store:brian_kennedy_format:_audio_cd
20,price_range:medium
