node_id,node_attr
0,user:current_user
1,item:b000tm084c
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:caribbean_cuba
7,category:cuba
8,category:salsa
9,store:gloria_estefan_gloria_estefan_and_miami_sound_machine_format:_audio_cd
10,price_range:low
11,item:b000002lnd
12,category:pop
13,category:adult_contemporary
14,store:madonna_artist_format:_audio_cd
15,price_range:medium
16,item:b000bkjkhs
17,category:soundtracks
18,store:gregorian_format:_audio_cd
19,price_range:unknown
