node_id,node_attr
0,user:current_user
1,item:b0000046rn
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:oldies
7,category:traditional_pop
8,store:ella_fitzgerald_format:_audio_cd
9,price_range:premium
10,aspect:delivery
11,aspect:fit
12,item:b00006wl1q
13,category:holiday_wedding
14,category:christmas
15,store:ella_fitzgerald_artist_format:_audio_cd
16,price_range:low
17,aspect:quality
18,item:b000002aaq
19,category:jazz
20,category:swing_jazz
21,category:classic_big_band
22,store:frank_sinatra_format:_audio_cd
23,price_range:medium
24,aspect:packaging
