node_id,node_attr
0,user:current_user
1,item:b000007u0q
2,time_bucket:2005_01
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:north_america
7,store:celine_dion_format:_audio_cd
8,price_range:medium
9,aspect:taste
10,item:b00026wt42
11,time_bucket:2005_02
12,category:today_s_deals_in_music
13,category:latin_music
14,category:latin_general
15,category:cds_7_-_10
16,store:marc_anthony_format:_audio_cd
17,price_range:low
18,aspect:delivery
19,item:b0001avzee
20,category:latin_pop
21,store:david_bisbal_format:_audio_cd
22,aspect:fit
