node_id,node_attr
0,user:current_user
1,item:b001daya6q
2,time_bucket:2009_01
3,category:digital_music
4,category:cds_vinyl
5,category:classical
6,category:sacred_religious
7,store:the_priests_artist_format:_audio_cd
8,price_range:low
9,aspect:size
10,aspect:value
11,aspect:performance
12,item:b001iqdaxy
13,time_bucket:2009_03
14,category:international_music
15,category:europe
16,category:continental_europe
17,category:italy
18,store:tiziano_ferro_format:_audio_cd
19,price_range:medium
20,aspect:scent
21,item:b000jrynwk
22,time_bucket:2009_04
23,category:r_b
24,category:motown
25,store:various_artists_artist_the_isley_brothers_performer_the_monitors_performer_marv_
26,price_range:unknown
