node_id,node_attr
0,user:current_user
1,item:b0055v6eze
2,time_bucket:2014_07
3,category:digital_music
4,category:cds_vinyl
5,category:rock
6,category:blues_rock
7,store:hugh_laurie_format:_audio_cd
8,price_range:low
9,aspect:price
10,item:b00ltm1d5o
11,time_bucket:2014_11
12,category:country
13,category:today_s_country
14,store:kenny_chesney_format:_audio_cd
15,item:b0199ycbng
16,time_bucket:2016_05
17,category:books
18,category:pop
19,store:various_artist
20,feature:2016_release._now_that_s_what_i_call_music_57_features_16_major_current_hits_fro
21,price_range:medium
