node_id,node_attr
0,user:current_user
1,item:b00005tzav
2,time_bucket:2001_11
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:euro_pop
7,category:french_pop
8,store:roch_voisine_format:_audio_cd
9,price_range:medium
10,aspect:fit
11,item:b00000d9tk
12,time_bucket:2001_12
13,category:international_music
14,category:europe
15,category:continental_europe
16,category:france
17,store:celine_dion_format:_audio_cd
18,price_range:low
19,item:b00003iqj1
20,category:dance_electronic
21,category:ambient
22,store:emma_shapplin_format:_audio_cd
