node_id,node_attr
0,user:current_user
1,item:b0007zj3la
2,time_bucket:2010_01
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:oldies
7,store:stevie_wonder_format:_audio_cd
8,price_range:high
9,aspect:price
10,aspect:performance
11,item:b002l5r73k
12,time_bucket:2010_05
13,category:r_b
14,category:soul
15,store:the_isley_brothers_format:_audio_cd
16,price_range:medium
17,aspect:fit
18,item:b000n69ops
19,time_bucket:2011_06
20,store:100_soul_classics_artist_format:_audio_cd
21,aspect:quality
