node_id,node_attr
0,user:current_user
1,item:b000002lnq
2,time_bucket:2004_07
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:country
7,category:country_general
8,category:cds_7_-_10
9,store:eddie_rabbitt_format:_audio_cd
10,price_range:medium
11,aspect:quality
12,item:b0000064fa
13,category:pop
14,category:vocal_pop
15,store:ssgt._barry_sadler_format:_audio_cd
16,price_range:low
17,item:b000002pch
18,category:pop_rock
19,store:cass_elliot_format:_audio_cd
