node_id,node_attr
0,user:current_user
1,item:b000046pvj
2,time_bucket:2006_06
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:pop
7,category:pop_rock
8,category:cds_7_-_10
9,store:leo_sayer_format:_audio_cd
10,price_range:medium
11,item:b0000026rf
12,time_bucket:2006_07
13,category:international_music
14,category:europe
15,category:eastern_europe
16,category:polka
17,store:lawrence_welk_format:_audio_cd
18,item:b000003eru
19,category:classical
20,category:classical_general
21,store:olivier_messiaen_composer_tashi_quartet_performer_peter_serkin_performer_richard
22,aspect:fit
