node_id,node_attr
0,user:current_user
1,item:b00000iau3
2,time_bucket:2002_03
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:pop
7,category:singer-songwriters
8,category:cds_7_-_10
9,store:dido_format:_audio_cd
10,price_range:medium
11,aspect:quality
12,aspect:delivery
13,aspect:scent
14,aspect:taste
15,aspect:fit
16,item:b000063207
17,category:adult_contemporary
18,store:darren_hayes_format:_audio_cd
19,aspect:design
20,item:b00005tq2n
21,category:international_music
22,category:europe
23,category:continental_europe
24,category:italy
25,store:alessandro_safina_format:_audio_cd
26,price_range:low
27,aspect:performance
