node_id,node_attr
0,user:current_user
1,item:b000002orz
2,time_bucket:2004_08
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:oldies
7,category:traditional_pop
8,store:louis_armstrong_format:_audio_cd
9,price_range:low
10,item:b000000xch
11,category:classic_rock
12,category:album-oriented_rock_aor
13,store:creedence_clearwater_revival_format:_audio_cd
14,price_range:medium
15,item:b000004ate
16,time_bucket:2004_10
17,category:jazz
18,category:swing_jazz
19,category:contemporary_big_band
20,store:squirrel_nut_zippers_format:_audio_cd
