node_id,node_attr
0,user:current_user
1,item:b00005r2m3
2,time_bucket:2002_01
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:dance_dj
7,category:dance_general
8,category:cds_7_-_10
9,store:shakira_format:_audio_cd
10,price_range:low
11,item:b000009mv1
12,category:dance_electronic
13,category:world_dance
14,store:lhasa_de_sela_format:_audio_cd
15,item:b00005o6eh
16,category:international_music
17,category:north_america
18,category:native_american
19,store:ulali_format:_audio_cd
20,price_range:medium
