node_id,node_attr
0,user:current_user
1,item:b000009pnn
2,time_bucket:2005_04
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:alternative_rock
7,category:alternative_general
8,category:cds_7_-_10
9,store:squirrel_nut_zippers_format:_audio_cd
10,price_range:low
11,aspect:price
12,aspect:fit
13,item:b0009i7o4s
14,time_bucket:2005_10
15,category:pop
16,category:easy_listening
17,store:herb_alpert_tijuana_brass_format:_audio_cd
18,price_range:medium
19,aspect:quality
20,item:b000002nak
21,time_bucket:2005_11
22,category:broadway_vocalists
23,category:musicals
24,store:antonio_banderas_madonna_jonathan_pryce_evita_related_recordings_andrew_lloyd_we
