node_id,node_attr
0,user:current_user
1,item:b000009ny9
2,time_bucket:2008_04
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:oldies
7,category:traditional_pop
8,store:frank_sinatra_format:_audio_cd
9,price_range:low
10,item:b000pmfplw
11,category:movies_tv
12,category:international_music
13,category:europe
14,category:britain_ireland
15,category:britain
16,store:howlin_wilf_the_veejays_actor_rated:_nr_format:_dvd
17,price_range:medium
18,aspect:price
19,aspect:quality
20,aspect:delivery
21,item:b00061gyna
22,category:middle_east
23,category:lebanon
24,store:chant_maronite_composer_chant_syrian_orthodox_composer_chant_syrian_catholic_com
