node_id,node_attr
0,user:current_user
1,item:b000001gbj
2,time_bucket:2002_07
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:easy_listening
7,store:secret_garden_format:_audio_cd
8,price_range:medium
9,aspect:performance
10,item:b000068pw9
11,category:vocal_pop
12,store:emma_shapplin_format:_audio_cd
13,item:b00005a88n
14,time_bucket:2002_09
15,category:international_music
16,category:europe
17,category:continental_europe
18,category:spain
19,store:hevia_format:_audio_cd
20,aspect:size
