node_id,node_attr
0,user:current_user
1,item:b00005o6eh
2,time_bucket:2002_01
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:north_america
7,category:native_american
8,store:ulali_format:_audio_cd
9,price_range:medium
10,item:b000050a7k
11,category:opera_classical_vocal
12,category:vocal_non-opera
13,category:songs_lieder
14,category:folk_songs
15,store:andreas_scholl_artist_george_frederick_handel_composer_antonio_vivaldi_composer_
16,aspect:taste
17,item:b00005a9nk
18,category:masses
19,store:george_frideric_handel_composer_johann_sebastian_bach_composer_john_nelson_condu
