node_id,node_attr
0,user:current_user
1,item:b000002g18
2,time_bucket:2002_03
3,category:digital_music
4,category:cds_vinyl
5,category:broadway_vocalists
6,category:musicals
7,store:brightman_sarah_artist_format:_audio_cd
8,price_range:medium
9,aspect:price
10,aspect:value
11,item:b000005s58
12,store:sarah_brightman_format:_audio_cd
13,price_range:low
14,item:b00000j7w6
15,category:soundtracks
16,category:television_soundtracks
17,store:fred_mollin_forever_knight_related_recordings_format:_audio_cd
18,aspect:size
