node_id,node_attr
0,user:current_user
1,item:b000002aaq
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:jazz
6,category:swing_jazz
7,category:classic_big_band
8,store:frank_sinatra_format:_audio_cd
9,price_range:medium
10,aspect:quality
11,aspect:packaging
12,item:b00002mz4a
13,category:international_music
14,category:europe
15,category:continental_europe
16,category:portugal
17,store:misia_format:_audio_cd
18,aspect:delivery
19,item:b000n3awde
20,category:france
21,store:celine_dion_format:_audio_cd
22,price_range:unknown
