node_id,node_attr
0,user:current_user
1,item:b000k2ug5c
2,time_bucket:2012_01
3,category:digital_music
4,category:cds_vinyl
5,category:christian_gospel
6,category:pop_contemporary
7,store:various_artists_artist_format:_audio_cd
8,price_range:low
9,item:b000000dim
10,time_bucket:2012_12
11,category:today_s_deals_in_music
12,category:country
13,category:country_general
14,category:cds_7_-_10
15,store:eddy_arnold_format:_audio_cd
16,item:b00fe1km08
17,time_bucket:2015_12
18,category:pop
19,category:vocal_pop
20,store:the_piano_guys_artist_format:_audio_cd
21,price_range:medium
