node_id,node_attr
0,user:current_user
1,item:b0002u6gfq
2,time_bucket:2005_12
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:adult_alternative
7,store:joss_stone_format:_audio_cd
8,price_range:medium
9,item:b0006ssnpa
10,time_bucket:2006_01
11,category:international_music
12,category:europe
13,category:continental_europe
14,category:france
15,store:paris_combo_format:_audio_cd
16,item:b00068v37a
17,category:soundtracks
18,category:movie_scores
19,store:rachmaninov_sergei_artist_format:_audio_cd
20,price_range:low
21,aspect:performance
22,aspect:fit
