node_id,node_attr
0,user:current_user
1,item:b0012gmvh6
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:oldies
7,category:traditional_pop
8,store:frank_sinatra_format:_audio_cd
9,price_range:low
10,aspect:price
11,aspect:delivery
12,aspect:performance
13,item:b000002wpo
14,category:jazz
15,category:swing_jazz
16,category:classic_big_band
17,store:tommy_dorsey_frank_sinatra_format:_audio_cd
18,price_range:high
19,aspect:quality
20,item:b00022ls8o
21,category:international_music
22,category:europe
23,category:continental_europe
24,category:greece
25,store:putumayo_presents_format:_audio_cd
26,price_range:medium
