node_id,node_attr
0,user:current_user
1,item:b00061qj6w
2,time_bucket:2004_11
3,category:digital_music
4,category:cds_vinyl
5,category:dance_electronic
6,category:electronica
7,store:cirque_du_soleil_format:_audio_cd
8,price_range:low
9,aspect:comfort
10,item:b000007u0q
11,time_bucket:2005_01
12,category:international_music
13,category:north_america
14,store:celine_dion_format:_audio_cd
15,price_range:medium
16,aspect:taste
17,item:b00026wt42
18,time_bucket:2005_02
19,category:today_s_deals_in_music
20,category:latin_music
21,category:latin_general
22,category:cds_7_-_10
23,store:marc_anthony_format:_audio_cd
24,aspect:delivery
