node_id,node_attr
0,user:current_user
1,item:b00061gyna
2,time_bucket:2008_04
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:middle_east
7,category:lebanon
8,store:chant_maronite_composer_chant_syrian_orthodox_composer_chant_syrian_catholic_com
9,price_range:medium
10,item:b00018d44u
11,category:broadway_vocalists
12,category:cabaret
13,store:norah_jones_format:_audio_cd
14,price_range:low
15,aspect:scent
16,aspect:performance
17,item:b00006jl4j
18,category:today_s_deals_in_music
19,category:pop
20,category:adult_contemporary
21,category:cds_7_-_10
22,store:rod_stewart_format:_audio_cd
23,aspect:delivery
24,aspect:taste
