node_id,node_attr
0,user:current_user
1,item:b0000658as
2,time_bucket:2005_12
3,category:digital_music
4,category:cds_vinyl
5,category:blues
6,category:regional_blues
7,category:cajun_zydeco
8,store:david_mansfield_composer_t-bone_burnett_composer_various_artists_performer_0_mor
9,price_range:medium
10,item:b0002u6gfq
11,category:pop
12,category:adult_alternative
13,store:joss_stone_format:_audio_cd
14,item:b0006ssnpa
15,time_bucket:2006_01
16,category:international_music
17,category:europe
18,category:continental_europe
19,category:france
20,store:paris_combo_format:_audio_cd
