node_id,node_attr
0,user:current_user
1,item:b0000038yw
2,time_bucket:2006_12
3,category:digital_music
4,category:cds_vinyl
5,category:comedy_spoken_word
6,category:comedic_music
7,store:tiny_tim_format:_audio_cd
8,price_range:medium
9,item:b00000092x
10,category:latin_music
11,category:latin_pop
12,store:albert_hammond_format:_audio_cd
13,price_range:low
14,aspect:value
15,item:b00008bx4z
16,category:jazz
17,category:swing_jazz
18,category:vintage_dance_bands
19,store:bowlly_al_artist_format:_audio_cd
20,price_range:unknown
