node_id,node_attr
0,user:current_user
1,item:b000brbgj6
2,time_bucket:2005_11
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:adult_contemporary
7,store:darren_hayes_format:_audio_cd
8,price_range:high
9,aspect:comfort
10,item:b000bdiwuq
11,price_range:low
12,aspect:scent
13,item:b000001kf3
14,category:today_s_deals_in_music
15,category:classical
16,category:classical_general
17,category:cds_under_7
18,store:cohen_samuel_composer_goldfarb_composer_handel_george_frederick_composer_lewando
19,price_range:medium
20,aspect:price
