node_id,node_attr
0,user:current_user
1,item:b00000bibg
2,time_bucket:2001_10
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:eastern_europe
8,category:bulgaria
9,store:various_artists_artist_format:_audio_cd
10,price_range:low
11,aspect:price
12,aspect:quality
13,item:b00003000w
14,category:soundtracks
15,category:movie_scores
16,store:danny_elfman_composer_format:_audio_cd
17,price_range:medium
18,item:b00005nbys
19,category:today_s_deals_in_music
20,category:soundtracks_general
21,category:cds_7_-_10
22,store:alejandro_amen_bar_composer_format:_audio_cd
