node_id,node_attr
0,user:current_user
1,item:b0000007hy
2,time_bucket:2002_04
3,category:digital_music
4,category:cds_vinyl
5,category:classical
6,category:forms_genres
7,category:theatrical_incidental_program_music
8,category:incidental_music
9,store:pathways_of_baroque_music-secu_artist_format:_audio_cd
10,price_range:medium
11,item:b00001ivqn
12,time_bucket:2002_06
13,store:giovanni_battista_pergolesi_performer_christophe_rousset_performer_barbara_bonne
14,price_range:low
15,item:b000001gbj
16,time_bucket:2002_07
17,category:pop
18,category:easy_listening
19,store:secret_garden_format:_audio_cd
20,aspect:performance
