node_id,node_attr
0,user:current_user
1,item:b00004vs5p
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:dance_electronic
6,category:world_dance
7,store:roch_voisine_format:_audio_cd
8,price_range:high
9,item:b00004x0ku
10,category:international_music
11,category:middle_east
12,category:israel
13,store:the_klezmatics_artist_the_burning_bush_artist_klezroym_artist_zohar_artist_ofra_
14,price_range:medium
15,item:b000e1nx1s
16,category:r_b
17,category:soul
18,category:blue-eyed_soul
19,store:james_hunter_format:_audio_cd
20,aspect:delivery
21,aspect:performance
