node_id,node_attr
0,user:current_user
1,item:b000dzjhsi
2,time_bucket:2007_01
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:italy
9,store:jean-francois_breau_format:_audio_cd
10,price_range:medium
11,item:b000n2g3ry
12,time_bucket:2007_06
13,category:r_b
14,category:contemporary_r_b
15,store:amy_winehouse_format:_audio_cd
16,aspect:fit
17,item:b000sukpr0
18,time_bucket:2007_08
19,category:pop
20,category:adult_contemporary
21,store:darren_hayes_format:_audio_cd
