node_id,node_attr
0,user:current_user
1,item:b00003002l
2,time_bucket:2016_11
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:r_b
7,category:r_b_general
8,category:cds_7_-_10
9,store:the_four_tops_format:_audio_cd
10,price_range:low
11,item:b00007kq70
12,category:pop
13,category:adult_contemporary
14,store:lionel_richie_format:_audio_cd
15,item:b0000058ik
16,category:classical
17,category:forms_genres
18,category:theatrical_incidental_program_music
19,category:overtures
20,store:rossini_gioachino_composer_verdi_giuseppe_composer_bizet_georges_composer_puccin
