node_id,node_attr
0,user:current_user
1,item:b00000j7w6
2,time_bucket:2002_03
3,category:digital_music
4,category:cds_vinyl
5,category:soundtracks
6,category:television_soundtracks
7,store:fred_mollin_forever_knight_related_recordings_format:_audio_cd
8,price_range:medium
9,aspect:size
10,item:b00000iau3
11,category:today_s_deals_in_music
12,category:pop
13,category:singer-songwriters
14,category:cds_7_-_10
15,store:dido_format:_audio_cd
16,aspect:quality
17,aspect:delivery
18,aspect:scent
19,aspect:taste
20,aspect:fit
21,item:b000063207
22,category:adult_contemporary
23,store:darren_hayes_format:_audio_cd
24,aspect:design
