node_id,node_attr
0,user:current_user
1,item:b000003d5g
2,time_bucket:2006_04
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:dance_pop
7,store:maria_muldaur_format:_audio_cd
8,price_range:medium
9,aspect:taste
10,item:b000001ebi
11,category:comedy_spoken_word
12,category:comedic_music
13,store:buster_poindexter_format:_audio_cd
14,aspect:quality
15,item:b000f8oii2
16,time_bucket:2006_06
17,category:indie_alternative
18,category:indie_lo-fi
19,category:indie_rock
20,store:the_ditty_bops_format:_audio_cd
21,price_range:low
