node_id,node_attr
0,user:current_user
1,item:b000002q7l
2,time_bucket:2017_02
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:country
7,category:country_general
8,category:cds_7_-_10
9,store:va-tennessee_christmas_format:_audio_cd
10,price_range:low
11,item:b0091v6td6
12,category:holiday_wedding
13,category:christmas
14,store:stan_whitmire_format:_audio_cd
15,price_range:medium
16,item:b00nvb0fri
17,category:pop
18,category:vocal_pop
19,store:anita_kerr_artist_chet_atkins_artist_format:_audio_cd
20,price_range:unknown
