node_id,node_attr
0,user:current_user
1,item:b0002lmqbs
2,time_bucket:2005_09
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:adult_contemporary
7,store:darren_hayes_format:_audio_cd
8,price_range:high
9,item:b000001m2i
10,category:broadway_vocalists
11,category:musicals
12,store:stephen_schwartz_david_ogden_stiers_linda_hunt_alan_menken_judy_kuhn_2_more_form
13,price_range:low
14,item:b0000dg06v
15,time_bucket:2005_10
16,category:soundtracks
17,category:movie_soundtracks
18,store:james_horner_format:_audio_cd
19,aspect:delivery
