node_id,node_attr
0,user:current_user
1,item:b000002bsg
2,time_bucket:2001_10
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:britain_ireland
8,category:britain
9,store:jamiroquai_format:_audio_cd
10,price_range:medium
11,item:b000003p1f
12,category:australia_new_zealand
13,store:david_hudson_format:_audio_cd
14,aspect:quality
15,item:b00005ntqb
16,category:blues
17,category:regional_blues
18,category:delta_blues
19,store:various_artists_artist_format:_audio_cd
20,price_range:premium
