node_id,node_attr
0,user:current_user
1,item:b00003000w
2,time_bucket:2001_10
3,category:digital_music
4,category:cds_vinyl
5,category:soundtracks
6,category:movie_scores
7,store:danny_elfman_composer_format:_audio_cd
8,price_range:medium
9,item:b00005nbys
10,category:today_s_deals_in_music
11,category:soundtracks_general
12,category:cds_7_-_10
13,store:alejandro_amen_bar_composer_format:_audio_cd
14,item:b00000dcit
15,category:new_age
16,category:meditation
17,store:mythos_new_age_format:_audio_cd
