node_id,node_attr
0,user:current_user
1,item:b00000093j
2,time_bucket:2007_09
3,category:digital_music
4,category:cds_vinyl
5,category:country
6,category:today_s_country
7,store:village_stompers_format:_audio_cd
8,price_range:high
9,aspect:quality
10,item:b000ptyuqg
11,time_bucket:2008_01
12,category:classical
13,category:forms_genres
14,category:theatrical_incidental_program_music
15,category:tone_poems
16,store:igor_stravinsky_conductor_format:_audio_cd
17,price_range:medium
18,item:b000066rlv
19,category:children_s_music
20,category:sing-a-longs
21,store:maria_muldaur_music_for_little_people_format:_audio_cd
22,price_range:low
23,aspect:delivery
