node_id,node_attr
0,user:current_user
1,item:b000uae87q
2,time_bucket:2008_06
3,category:digital_music
4,category:cds_vinyl
5,category:classical
6,category:forms_genres
7,category:theatrical_incidental_program_music
8,store:paul_potts_artist_format:_audio_cd
9,price_range:low
10,item:b000007u3g
11,time_bucket:2010_04
12,category:international_music
13,category:europe
14,category:continental_europe
15,category:france
16,store:france_gall_format:_audio_cd
17,price_range:medium
18,item:b0014dod6o
19,time_bucket:2010_10
20,category:overtures
21,store:varsovial_sinfonia_hobson_ian_artist_format:_audio_cd
