node_id,node_attr
0,user:current_user
1,item:b000002oek
2,time_bucket:2006_08
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:country
7,category:country_general
8,category:cds_7_-_10
9,store:country_music_hall_of_fame_series_red_foley_format:_audio_cd
10,price_range:low
11,item:b0009vi4n0
12,category:pop
13,category:soft_rock
14,store:bertie_higgins_format:_audio_cd
15,price_range:medium
16,aspect:quality
17,aspect:delivery
18,item:b000002qw2
19,category:adult_contemporary
20,category:cds_under_7
21,store:neil_diamond_format:_audio_cd
