node_id,node_attr
0,user:current_user
1,item:b000002qw2
2,time_bucket:2006_08
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:pop
7,category:adult_contemporary
8,category:cds_under_7
9,store:neil_diamond_format:_audio_cd
10,price_range:low
11,item:b000f5wntq
12,category:country
13,category:roadhouse_country
14,store:ernest_tubb_format:_audio_cd
15,price_range:medium
16,aspect:comfort
17,item:b0000026mo
18,time_bucket:2006_09
19,category:jazz
20,category:swing_jazz
21,category:classic_big_band
22,store:guy_lombardo_format:_audio_cd
