node_id,node_attr
0,user:current_user
1,item:b00005tq2n
2,time_bucket:2002_03
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:italy
9,store:alessandro_safina_format:_audio_cd
10,price_range:low
11,aspect:performance
12,item:b00004wzol
13,time_bucket:2002_04
14,category:france
15,store:gipsy_kings_format:_audio_cd
16,price_range:medium
17,aspect:fit
18,item:b00005j9xr
19,category:today_s_deals_in_music
20,category:soundtracks
21,category:soundtracks_general
22,category:cds_7_-_10
23,store:salvatore_licitra_performer_kronos_quartet_performer_taraf_de_haidouks_performer
