node_id,node_attr
0,user:current_user
1,item:b00005rdcq
2,time_bucket:2001_10
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:oldies
7,category:traditional_pop
8,store:sarah_brightman_format:_audio_cd
9,price_range:unknown
10,aspect:price
11,item:b00004rdjg
12,time_bucket:2001_11
13,category:comedy_spoken_word
14,category:comedic_music
15,store:arrogant_worms_artist_format:_audio_cd
16,price_range:medium
17,item:b00004sbwu
18,category:new_age
19,category:healing
20,store:rasa_format:_audio_cd
21,price_range:low
22,aspect:size
