node_id,node_attr
0,user:current_user
1,item:b001avtlg2
2,time_bucket:2008_12
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:british_isles
8,category:britain
9,store:beth_rowley_format:_audio_cd
10,price_range:medium
11,item:b001daya6q
12,time_bucket:2009_01
13,category:classical
14,category:sacred_religious
15,store:the_priests_artist_format:_audio_cd
16,price_range:low
17,aspect:size
18,aspect:value
19,aspect:performance
20,item:b001iqdaxy
21,time_bucket:2009_03
22,category:continental_europe
23,category:italy
24,store:tiziano_ferro_format:_audio_cd
25,aspect:scent
