node_id,node_attr
0,user:current_user
1,item:b000f5wntq
2,time_bucket:2006_08
3,category:digital_music
4,category:cds_vinyl
5,category:country
6,category:roadhouse_country
7,store:ernest_tubb_format:_audio_cd
8,price_range:medium
9,aspect:comfort
10,item:b0000026mo
11,time_bucket:2006_09
12,category:jazz
13,category:swing_jazz
14,category:classic_big_band
15,store:guy_lombardo_format:_audio_cd
16,item:b000002m59
17,category:pop
18,category:dance_pop
19,store:maria_muldaur_format:_audio_cd
20,price_range:low
